!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM       UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
1402  55    8     5.9188E-18 6.7745E-18 8.0308E-18 8.9830E-18 1.0116E-17 1.1578E-17 1.2742E-17 1.4584E-17 1.7289E-17 1.9338E-17 2.1777E-17 2.4925E-17 2.7431E-17 3.1397E-17 3.7218E-17 4.1631E-17 4.6881E-17 5.3659E-17 5.9053E-17 6.7590E-17 6.7590E-17 6.7590E-17 6.7590E-17 6.7590E-17 6.7590E-17 
1403  55    9     1.0286E-17 1.1773E-17 1.3956E-17 1.5611E-17 1.7579E-17 2.0120E-17 2.2143E-17 2.5344E-17 3.0044E-17 3.3606E-17 3.7844E-17 4.3315E-17 4.7670E-17 5.4561E-17 6.4678E-17 7.2347E-17 8.1470E-17 9.3248E-17 1.0262E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 1.1746E-16 
1404  55    10    1.7876E-17 2.0460E-17 2.4253E-17 2.7128E-17 3.0549E-17 3.4965E-17 3.8481E-17 4.4043E-17 5.2210E-17 5.8401E-17 6.5766E-17 7.5273E-17 8.2841E-17 9.4816E-17 1.1240E-16 1.2572E-16 1.4158E-16 1.6205E-16 1.7834E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 2.0412E-16 
1405  55    11    3.1063E-17 3.5554E-17 4.2146E-17 4.7143E-17 5.3088E-17 6.0763E-17 6.6872E-17 7.6539E-17 9.0731E-17 1.0149E-16 1.1429E-16 1.3081E-16 1.4396E-16 1.6477E-16 1.9532E-16 2.1848E-16 2.4604E-16 2.8160E-16 3.0992E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 3.5472E-16 
1406  55    12    5.3982E-17 6.1786E-17 7.3242E-17 8.1925E-17 9.2257E-17 1.0559E-16 1.1621E-16 1.3301E-16 1.5767E-16 1.7637E-16 1.9861E-16 2.2732E-16 2.5017E-16 2.8634E-16 3.3944E-16 3.7968E-16 4.2756E-16 4.8937E-16 5.3857E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 6.1643E-16 
1407  55    13    9.3814E-17 1.0737E-16 1.2728E-16 1.4237E-16 1.6032E-16 1.8350E-16 2.0195E-16 2.3114E-16 2.7400E-16 3.0649E-16 3.4514E-16 3.9503E-16 4.3475E-16 4.9760E-16 5.8987E-16 6.5981E-16 7.4302E-16 8.5043E-16 9.3593E-16 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 1.0712E-15 
1408  55    14    1.6303E-16 1.8659E-16 2.2119E-16 2.4741E-16 2.7861E-16 3.1889E-16 3.5095E-16 4.0168E-16 4.7616E-16 5.3262E-16 5.9979E-16 6.8650E-16 7.5552E-16 8.6473E-16 1.0251E-15 1.1466E-15 1.2912E-15 1.4779E-15 1.6265E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 1.8616E-15 
1409  55    15    2.8331E-16 3.2426E-16 3.8438E-16 4.2995E-16 4.8417E-16 5.5416E-16 6.0988E-16 6.9804E-16 8.2748E-16 9.2559E-16 1.0423E-15 1.1930E-15 1.3129E-15 1.5027E-15 1.7814E-15 1.9926E-15 2.2439E-15 2.5683E-15 2.8265E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 3.2351E-15 
1410  55    16    4.9231E-16 5.6348E-16 6.6797E-16 7.4717E-16 8.4140E-16 9.6300E-16 1.0598E-15 1.2131E-15 1.4380E-15 1.6085E-15 1.8113E-15 2.0732E-15 2.2816E-15 2.6114E-15 3.0957E-15 3.4627E-15 3.8994E-15 4.4631E-15 4.9118E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 5.6219E-15 
1411  55    17    8.5553E-16 9.7921E-16 1.1608E-15 1.2984E-15 1.4622E-15 1.6736E-15 1.8418E-15 2.1081E-15 2.4989E-15 2.7952E-15 3.1478E-15 3.6028E-15 3.9650E-15 4.5382E-15 5.3797E-15 6.0175E-15 6.7764E-15 7.7560E-15 8.5358E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 9.7697E-15 
1412  55    18    1.4867E-15 1.7016E-15 2.0172E-15 2.2564E-15 2.5410E-15 2.9083E-15 3.2007E-15 3.6634E-15 4.3427E-15 4.8576E-15 5.4702E-15 6.2610E-15 6.8904E-15 7.8865E-15 9.3488E-15 1.0457E-14 1.1776E-14 1.3478E-14 1.4833E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 1.6978E-14 
1413  55    19    2.5838E-15 2.9573E-15 3.5056E-15 3.9212E-15 4.4157E-15 5.0541E-15 5.5622E-15 6.3662E-15 7.5467E-15 8.4415E-15 9.5061E-15 1.0880E-14 1.1974E-14 1.3705E-14 1.6246E-14 1.8173E-14 2.0464E-14 2.3423E-14 2.5778E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 2.9504E-14 
1414  55    20    4.4900E-15 5.1391E-15 6.0920E-15 6.8143E-15 7.6736E-15 8.7829E-15 9.6659E-15 1.1063E-14 1.3115E-14 1.4670E-14 1.6520E-14 1.8908E-14 2.0809E-14 2.3817E-14 2.8233E-14 3.1580E-14 3.5563E-14 4.0704E-14 4.4796E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 5.1272E-14 
1415  55    21    7.8035E-15 8.9313E-15 1.0587E-14 1.1842E-14 1.3335E-14 1.5263E-14 1.6797E-14 1.9226E-14 2.2791E-14 2.5493E-14 2.8708E-14 3.2858E-14 3.6161E-14 4.1389E-14 4.9063E-14 5.4880E-14 6.1802E-14 7.0736E-14 7.7847E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 
1416  55    22    7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 1.0508E-14 1.2900E-14 2.3200E-14 5.5200E-14 9.2100E-14 1.4400E-13 2.1100E-13 2.4900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 
1417  55    23    2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.3100E-14 2.5471E-14 2.7300E-14 4.4700E-14 1.1700E-13 2.1300E-13 3.6400E-13 5.7700E-13 7.1200E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 8.0100E-13 
1418  55    24    8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 8.5700E-14 1.0637E-13 1.2400E-13 1.8000E-13 3.4400E-13 5.3100E-13 8.0900E-13 1.1900E-12 1.4200E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 1.5500E-12 
1419  55    25    1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3000E-13 1.3802E-13 1.4400E-13 1.8900E-13 3.7000E-13 6.0300E-13 9.6400E-13 1.4700E-12 1.7800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 1.9800E-12 
1420  55    26    4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 4.1000E-13 5.1528E-13 6.0600E-13 7.8600E-13 1.1600E-12 1.5200E-12 1.9900E-12 2.5900E-12 2.9200E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 3.0500E-12 
1421  55    27    4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 4.8700E-13 5.1621E-13 5.3800E-13 6.0400E-13 8.7600E-13 1.2400E-12 1.8300E-12 2.6500E-12 3.1600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 3.4600E-12 
1422  55    28    1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.3700E-12 1.7735E-12 2.1300E-12 2.7400E-12 3.6900E-12 4.3800E-12 5.1200E-12 5.9100E-12 6.2700E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 6.1800E-12 
1423  55    29    1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.5000E-12 1.6415E-12 1.7500E-12 1.8800E-12 2.2200E-12 2.6900E-12 3.5000E-12 4.7000E-12 5.4600E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 5.8700E-12 
1424  55    30    4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 4.0000E-12 5.1494E-12 6.1600E-12 7.6800E-12 9.7400E-12 1.1000E-11 1.2200E-11 1.3300E-11 1.3600E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 1.3000E-11 
1425  55    31    4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.2900E-12 4.7739E-12 5.1500E-12 5.4500E-12 5.8700E-12 6.4300E-12 7.4800E-12 9.2000E-12 1.0300E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 1.0900E-11 
1426  55    32    1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.1000E-11 1.4384E-11 1.7400E-11 2.1200E-11 2.5100E-11 2.7000E-11 2.8400E-11 2.9600E-11 2.9900E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 2.8100E-11 
1427  55    33    2.0067E-11 1.9218E-11 1.8200E-11 1.7559E-11 1.6904E-11 1.6134E-11 1.5609E-11 1.4851E-11 1.3896E-11 1.3267E-11 1.2600E-11 1.3844E-11 1.4800E-11 1.5100E-11 1.5300E-11 1.5800E-11 1.7500E-11 2.0700E-11 2.2900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 2.3900E-11 
1428  55    36    2.5516E-11 2.5925E-11 2.6450E-11 2.6801E-11 2.7179E-11 2.7603E-11 2.7908E-11 2.8334E-11 2.8871E-11 2.9225E-11 2.9600E-11 3.9656E-11 4.8800E-11 6.0900E-11 7.4300E-11 8.1200E-11 8.6800E-11 9.0400E-11 8.9800E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 8.2100E-11 
1429  55    43    4.5206E-11 4.4352E-11 4.3300E-11 4.2621E-11 4.1912E-11 4.1094E-11 4.0523E-11 3.9711E-11 3.8688E-11 3.8014E-11 3.7300E-11 4.0370E-11 4.2700E-11 4.4100E-11 4.5900E-11 4.8300E-11 5.2400E-11 5.8000E-11 6.0500E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 5.8700E-11 
1430  55    48    3.6433E-11 4.0664E-11 4.6700E-11 5.1157E-11 5.6348E-11 6.1806E-11 6.5997E-11 7.1641E-11 7.8752E-11 8.3435E-11 8.8400E-11 1.1471E-10 1.3800E-10 1.7100E-10 2.1800E-10 2.5100E-10 2.8800E-10 3.2400E-10 3.3700E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 3.2200E-10 
1431  55    52    2.4313E-11 3.1769E-11 4.4500E-11 5.5560E-11 7.0299E-11 8.4404E-11 9.6097E-11 1.1119E-10 1.3020E-10 1.4272E-10 1.5600E-10 1.8198E-10 2.0300E-10 2.3000E-10 2.6000E-10 2.7600E-10 2.8900E-10 2.9500E-10 2.8800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 2.5800E-10 
1432  56    1     1.5019E-34 6.7407E-34 4.4690E-33 1.5535E-32 5.8199E-32 1.7479E-31 3.8140E-31 9.4262E-31 2.5514E-30 4.5857E-30 8.1263E-30 1.4531E-29 2.1947E-29 3.6977E-29 6.7783E-29 9.8338E-29 1.4291E-28 2.1356E-28 2.8019E-28 4.0378E-28 4.0378E-28 4.0378E-28 4.0378E-28 4.0378E-28 4.0378E-28 
1433  56    2     4.5706E-34 2.0513E-33 1.3600E-32 4.7276E-32 1.7711E-31 5.3192E-31 1.1607E-30 2.8686E-30 7.7644E-30 1.3955E-29 2.4730E-29 4.4220E-29 6.6789E-29 1.1253E-28 2.0628E-28 2.9926E-28 4.3489E-28 6.4991E-28 8.5266E-28 1.2288E-27 1.2288E-27 1.2288E-27 1.2288E-27 1.2288E-27 1.2288E-27 
1434  56    3     7.7340E-34 3.4711E-33 2.3013E-32 7.9997E-32 2.9969E-31 9.0007E-31 1.9640E-30 4.8539E-30 1.3138E-29 2.3613E-29 4.1846E-29 7.4826E-29 1.1302E-28 1.9041E-28 3.4904E-28 5.0638E-28 7.3588E-28 1.0997E-27 1.4428E-27 2.0792E-27 2.0792E-27 2.0792E-27 2.0792E-27 2.0792E-27 2.0792E-27 
1435  56    4     1.1004E-33 4.9386E-33 3.2742E-32 1.1382E-31 4.2639E-31 1.2806E-30 2.7943E-30 6.9061E-30 1.8693E-29 3.3597E-29 5.9537E-29 1.0646E-28 1.6079E-28 2.7091E-28 4.9661E-28 7.2047E-28 1.0470E-27 1.5647E-27 2.0528E-27 2.9583E-27 2.9583E-27 2.9583E-27 2.9583E-27 2.9583E-27 2.9583E-27 
1436  56    5     1.4394E-33 6.4600E-33 4.2829E-32 1.4888E-31 5.5776E-31 1.6751E-30 3.6552E-30 9.0337E-30 2.4452E-29 4.3947E-29 7.7879E-29 1.3926E-28 2.1033E-28 3.5438E-28 6.4961E-28 9.4243E-28 1.3695E-27 2.0467E-27 2.6852E-27 3.8696E-27 3.8696E-27 3.8696E-27 3.8696E-27 3.8696E-27 3.8696E-27 
1437  56    6     1.7921E-33 8.0432E-33 5.3325E-32 1.8537E-31 6.9445E-31 2.0857E-30 4.5510E-30 1.1248E-29 3.0444E-29 5.4717E-29 9.6965E-29 1.7339E-28 2.6188E-28 4.4123E-28 8.0881E-28 1.1734E-27 1.7052E-27 2.5483E-27 3.3433E-27 4.8180E-27 4.8180E-27 4.8180E-27 4.8180E-27 4.8180E-27 4.8180E-27 
1438  56    7     2.1608E-33 9.6978E-33 6.4295E-32 2.2350E-31 8.3730E-31 2.5147E-30 5.4871E-30 1.3561E-29 3.6707E-29 6.5973E-29 1.1691E-28 2.0906E-28 3.1575E-28 5.3199E-28 9.7519E-28 1.4148E-27 2.0560E-27 3.0725E-27 4.0310E-27 5.8091E-27 5.8091E-27 5.8091E-27 5.8091E-27 5.8091E-27 5.8091E-27 
1439  56    8     2.5480E-33 1.1436E-32 7.5818E-32 2.6356E-31 9.8737E-31 2.9654E-30 6.4705E-30 1.5992E-29 4.3285E-29 7.7797E-29 1.3786E-28 2.4652E-28 3.7234E-28 6.2733E-28 1.1500E-27 1.6683E-27 2.4244E-27 3.6232E-27 4.7534E-27 6.8502E-27 6.8502E-27 6.8502E-27 6.8502E-27 6.8502E-27 6.8502E-27 
1440  56    9     2.9574E-33 1.3273E-32 8.7999E-32 3.0590E-31 1.1460E-30 3.4418E-30 7.5101E-30 1.8561E-29 5.0240E-29 9.0296E-29 1.6001E-28 2.8613E-28 4.3216E-28 7.2812E-28 1.3347E-27 1.9364E-27 2.8139E-27 4.2053E-27 5.5171E-27 7.9508E-27 7.9508E-27 7.9508E-27 7.9508E-27 7.9508E-27 7.9508E-27 
1441  56    10    3.3936E-33 1.5231E-32 1.0098E-31 3.5102E-31 1.3150E-30 3.9494E-30 8.6177E-30 2.1298E-29 5.7649E-29 1.0361E-28 1.8361E-28 3.2833E-28 4.9590E-28 8.3550E-28 1.5316E-27 2.2219E-27 3.2289E-27 4.8255E-27 6.3308E-27 9.1233E-27 9.1233E-27 9.1233E-27 9.1233E-27 9.1233E-27 9.1233E-27 
1442  56    11    3.8629E-33 1.7337E-32 1.1494E-31 3.9956E-31 1.4969E-30 4.4955E-30 9.8094E-30 2.4244E-29 6.5621E-29 1.1794E-28 2.0900E-28 3.7373E-28 5.6447E-28 9.5105E-28 1.7434E-27 2.5292E-27 3.6755E-27 5.4928E-27 7.2063E-27 1.0385E-26 1.0385E-26 1.0385E-26 1.0385E-26 1.0385E-26 1.0385E-26 
1443  56    12    4.3744E-33 1.9633E-32 1.3016E-31 4.5247E-31 1.6951E-30 5.0908E-30 1.1108E-29 2.7454E-29 7.4311E-29 1.3356E-28 2.3668E-28 4.2322E-28 6.3922E-28 1.0770E-27 1.9742E-27 2.8641E-27 4.1622E-27 6.2201E-27 8.1605E-27 1.1760E-26 1.1760E-26 1.1760E-26 1.1760E-26 1.1760E-26 1.1760E-26 
1444  56    13    4.9416E-33 2.2178E-32 1.4704E-31 5.1114E-31 1.9149E-30 5.7509E-30 1.2549E-29 3.1014E-29 8.3946E-29 1.5088E-28 2.6737E-28 4.7810E-28 7.2210E-28 1.2166E-27 2.2302E-27 3.2355E-27 4.7019E-27 7.0266E-27 9.2186E-27 1.3285E-26 1.3285E-26 1.3285E-26 1.3285E-26 1.3285E-26 1.3285E-26 
1445  56    14    5.5858E-33 2.5070E-32 1.6621E-31 5.7777E-31 2.1645E-30 6.5006E-30 1.4185E-29 3.5057E-29 9.4890E-29 1.7055E-28 3.0223E-28 5.4042E-28 8.1624E-28 1.3752E-27 2.5209E-27 3.6573E-27 5.3148E-27 7.9427E-27 1.0420E-26 1.5017E-26 1.5017E-26 1.5017E-26 1.5017E-26 1.5017E-26 1.5017E-26 
1446  56    15    6.3437E-33 2.8471E-32 1.8876E-31 6.5617E-31 2.4582E-30 7.3828E-30 1.6109E-29 3.9814E-29 1.0777E-28 1.9369E-28 3.4324E-28 6.1376E-28 9.2700E-28 1.5618E-27 2.8630E-27 4.1536E-27 6.0360E-27 9.0205E-27 1.1834E-26 1.7055E-26 1.7055E-26 1.7055E-26 1.7055E-26 1.7055E-26 1.7055E-26 
1447  56    16    7.2869E-33 3.2704E-32 2.1682E-31 7.5373E-31 2.8237E-30 8.4804E-30 1.8505E-29 4.5734E-29 1.2379E-28 2.2248E-28 3.9427E-28 7.0501E-28 1.0648E-27 1.7941E-27 3.2887E-27 4.7711E-27 6.9334E-27 1.0362E-26 1.3594E-26 1.9590E-26 1.9590E-26 1.9590E-26 1.9590E-26 1.9590E-26 1.9590E-26 
1448  56    17    8.5846E-33 3.8528E-32 2.5544E-31 8.8796E-31 3.3265E-30 9.9906E-30 2.1800E-29 5.3878E-29 1.4583E-28 2.6211E-28 4.6448E-28 8.3056E-28 1.2545E-27 2.1135E-27 3.8743E-27 5.6208E-27 8.1681E-27 1.2207E-26 1.6015E-26 2.3079E-26 2.3079E-26 2.3079E-26 2.3079E-26 2.3079E-26 2.3079E-26 
1449  56    18    1.0828E-32 4.8595E-32 3.2218E-31 1.1200E-30 4.1957E-30 1.2601E-29 2.7496E-29 6.7955E-29 1.8394E-28 3.3059E-28 5.8584E-28 1.0476E-27 1.5822E-27 2.6658E-27 4.8866E-27 7.0893E-27 1.0302E-26 1.5396E-26 2.0199E-26 2.9109E-26 2.9109E-26 2.9109E-26 2.9109E-26 2.9109E-26 2.9109E-26 
1450  56    19    9.6251E-33 4.3199E-32 2.8640E-31 9.9559E-31 3.7297E-30 1.1202E-29 2.4442E-29 6.0409E-29 1.6351E-28 2.9388E-28 5.2078E-28 9.3123E-28 1.4065E-27 2.3697E-27 4.3439E-27 6.3021E-27 9.1582E-27 1.3686E-26 1.7956E-26 2.5876E-26 2.5876E-26 2.5876E-26 2.5876E-26 2.5876E-26 2.5876E-26 
1451  56    20    9.1674E-33 4.1144E-32 2.7278E-31 9.4824E-31 3.5524E-30 1.0669E-29 2.3280E-29 5.7536E-29 1.5573E-28 2.7990E-28 4.9601E-28 8.8695E-28 1.3396E-27 2.2570E-27 4.1374E-27 6.0024E-27 8.7227E-27 1.3036E-26 1.7102E-26 2.4646E-26 2.4646E-26 2.4646E-26 2.4646E-26 2.4646E-26 2.4646E-26 
1452  56    21    8.9687E-33 4.0253E-32 2.6687E-31 9.2769E-31 3.4754E-30 1.0438E-29 2.2775E-29 5.6289E-29 1.5236E-28 2.7383E-28 4.8526E-28 8.6773E-28 1.3106E-27 2.2081E-27 4.0477E-27 5.8723E-27 8.5337E-27 1.2753E-26 1.6731E-26 2.4112E-26 2.4112E-26 2.4112E-26 2.4112E-26 2.4112E-26 2.4112E-26 
1453  56    22    8.8959E-33 3.9926E-32 2.6470E-31 9.2016E-31 3.4472E-30 1.0353E-29 2.2590E-29 5.5832E-29 1.5112E-28 2.7161E-28 4.8132E-28 8.6068E-28 1.2999E-27 2.1902E-27 4.0148E-27 5.8246E-27 8.4643E-27 1.2649E-26 1.6596E-26 2.3916E-26 2.3916E-26 2.3916E-26 2.3916E-26 2.3916E-26 2.3916E-26 
1454  56    23    8.8948E-33 3.9921E-32 2.6467E-31 9.2005E-31 3.4468E-30 1.0352E-29 2.2588E-29 5.5825E-29 1.5110E-28 2.7158E-28 4.8126E-28 8.6057E-28 1.2998E-27 2.1899E-27 4.0143E-27 5.8239E-27 8.4633E-27 1.2648E-26 1.6594E-26 2.3913E-26 2.3913E-26 2.3913E-26 2.3913E-26 2.3913E-26 2.3913E-26 
1455  56    24    8.9389E-33 4.0119E-32 2.6598E-31 9.2461E-31 3.4638E-30 1.0403E-29 2.2700E-29 5.6102E-29 1.5185E-28 2.7292E-28 4.8365E-28 8.6484E-28 1.3062E-27 2.2008E-27 4.0343E-27 5.8528E-27 8.5053E-27 1.2711E-26 1.6676E-26 2.4032E-26 2.4032E-26 2.4032E-26 2.4032E-26 2.4032E-26 2.4032E-26 
1456  56    25    9.0133E-33 4.0453E-32 2.6819E-31 9.3231E-31 3.4927E-30 1.0490E-29 2.2889E-29 5.6569E-29 1.5312E-28 2.7520E-28 4.8768E-28 8.7204E-28 1.3171E-27 2.2191E-27 4.0678E-27 5.9015E-27 8.5761E-27 1.2816E-26 1.6815E-26 2.4232E-26 2.4232E-26 2.4232E-26 2.4232E-26 2.4232E-26 2.4232E-26 
1457  56    26    9.1090E-33 4.0882E-32 2.7104E-31 9.4221E-31 3.5298E-30 1.0601E-29 2.3132E-29 5.7170E-29 1.5474E-28 2.7812E-28 4.9285E-28 8.8130E-28 1.3311E-27 2.2427E-27 4.1110E-27 5.9641E-27 8.6672E-27 1.2953E-26 1.6993E-26 2.4489E-26 2.4489E-26 2.4489E-26 2.4489E-26 2.4489E-26 2.4489E-26 
1458  56    27    9.2201E-33 4.1381E-32 2.7435E-31 9.5370E-31 3.5728E-30 1.0730E-29 2.3414E-29 5.7867E-29 1.5663E-28 2.8151E-28 4.9887E-28 8.9205E-28 1.3473E-27 2.2700E-27 4.1612E-27 6.0369E-27 8.7729E-27 1.3111E-26 1.7200E-26 2.4788E-26 2.4788E-26 2.4788E-26 2.4788E-26 2.4788E-26 2.4788E-26 
1459  56    28    9.3428E-33 4.1931E-32 2.7800E-31 9.6639E-31 3.6203E-30 1.0873E-29 2.3725E-29 5.8637E-29 1.5871E-28 2.8526E-28 5.0550E-28 9.0392E-28 1.3652E-27 2.3002E-27 4.2165E-27 6.1172E-27 8.8896E-27 1.3285E-26 1.7429E-26 2.5117E-26 2.5117E-26 2.5117E-26 2.5117E-26 2.5117E-26 2.5117E-26 
1460  56    29    9.4742E-33 4.2521E-32 2.8191E-31 9.7998E-31 3.6713E-30 1.1026E-29 2.4059E-29 5.9461E-29 1.6094E-28 2.8927E-28 5.1261E-28 9.1663E-28 1.3844E-27 2.3326E-27 4.2758E-27 6.2032E-27 9.0146E-27 1.3472E-26 1.7674E-26 2.5471E-26 2.5471E-26 2.5471E-26 2.5471E-26 2.5471E-26 2.5471E-26 
1461  56    30    9.6123E-33 4.3141E-32 2.8602E-31 9.9427E-31 3.7248E-30 1.1187E-29 2.4410E-29 6.0328E-29 1.6329E-28 2.9348E-28 5.2009E-28 9.2999E-28 1.4046E-27 2.3666E-27 4.3382E-27 6.2937E-27 9.1460E-27 1.3668E-26 1.7932E-26 2.5842E-26 2.5842E-26 2.5842E-26 2.5842E-26 2.5842E-26 2.5842E-26 
1462  56    31    9.7557E-33 4.3785E-32 2.9028E-31 1.0091E-30 3.7804E-30 1.1354E-29 2.4774E-29 6.1228E-29 1.6573E-28 2.9786E-28 5.2785E-28 9.4387E-28 1.4256E-27 2.4019E-27 4.4029E-27 6.3876E-27 9.2825E-27 1.3872E-26 1.8200E-26 2.6228E-26 2.6228E-26 2.6228E-26 2.6228E-26 2.6228E-26 2.6228E-26 
1463  56    32    9.9033E-33 4.4447E-32 2.9468E-31 1.0244E-30 3.8375E-30 1.1525E-29 2.5149E-29 6.2155E-29 1.6823E-28 3.0237E-28 5.3583E-28 9.5815E-28 1.4472E-27 2.4382E-27 4.4695E-27 6.4842E-27 9.4229E-27 1.4082E-26 1.8475E-26 2.6624E-26 2.6624E-26 2.6624E-26 2.6624E-26 2.6624E-26 2.6624E-26 
1464  56    33    1.0054E-32 4.5124E-32 2.9916E-31 1.0400E-30 3.8960E-30 1.1701E-29 2.5532E-29 6.3101E-29 1.7080E-28 3.0697E-28 5.4399E-28 9.7274E-28 1.4692E-27 2.4754E-27 4.5376E-27 6.5830E-27 9.5664E-27 1.4296E-26 1.8756E-26 2.7030E-26 2.7030E-26 2.7030E-26 2.7030E-26 2.7030E-26 2.7030E-26 
1465  56    34    7.8035E-15 8.9313E-15 1.0587E-14 1.1842E-14 1.3335E-14 1.5263E-14 1.6797E-14 1.9226E-14 2.2791E-14 2.5493E-14 2.8708E-14 3.2858E-14 3.6161E-14 4.1389E-14 4.9063E-14 5.4880E-14 6.1802E-14 7.0736E-14 7.7847E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 8.9101E-14 
1466  56    35    7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 7.8700E-15 1.0508E-14 1.2900E-14 2.3200E-14 5.5200E-14 9.2100E-14 1.4400E-13 2.1100E-13 2.4900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 2.6900E-13 
1467  56    36    1.0208E-32 4.5813E-32 3.0373E-31 1.0558E-30 3.9555E-30 1.1879E-29 2.5922E-29 6.4065E-29 1.7340E-28 3.1166E-28 5.5230E-28 9.8759E-28 1.4916E-27 2.5131E-27 4.6068E-27 6.6834E-27 9.7125E-27 1.4515E-26 1.9043E-26 2.7442E-26 2.7442E-26 2.7442E-26 2.7442E-26 2.7442E-26 2.7442E-26 
